name;rating;genre;year;votes;director;writer;star;country;budget;gross;company;;
No Strings Attached;R;Comedy;2011;219000.0;Ivan Reitman;Elizabeth Meriwether;Natalie Portman;United States;25000000.0;149228077.0;Paramount Pictures;;
Sucker Punch;PG-13;Action;2011;235000.0;Zack Snyder;Zack Snyder;Emily Browning;United States;82000000.0;89792502.0;Warner Bros.;;
Warrior;PG-13;Action;2011;445000.0;Gavin O'Connor;Gavin O'Connor;Tom Hardy;United States;25000000.0;23308615.0;Lionsgate;;
Friends with Benefits;R;Comedy;2011;348000.0;Will Gluck;Keith Merryman;Mila Kunis;United States;35000000.0;149542245.0;Screen Gems;;
Immortals;R;Action;2011;163000.0;Tarsem Singh;Charley Parlapanides;Henry Cavill;United States;75000000.0;226904017.0;Relativity Media;;
X-Men: First Class;PG-13;Action;2011;657000.0;Matthew Vaughn;Ashley Miller;James McAvoy;United States;160000000.0;352616690.0;Twentieth Century Fox;;
Contagion;PG-13;Drama;2011;290000.0;Steven Soderbergh;Scott Z. Burns;Matt Damon;United Arab Emirates;60000000.0;136515867.0;Warner Bros.;;
Bad Teacher;R;Comedy;2011;196000.0;Jake Kasdan;Gene Stupnitsky;Cameron Diaz;United States;20000000.0;216197492.0;Columbia Pictures;;
In Time;PG-13;Action;2011;379000.0;Andrew Niccol;Andrew Niccol;Justin Timberlake;United States;40000000.0;173930596.0;New Regency Productions;;
One Day;PG-13;Drama;2011;143000.0;Lone Scherfig;David Nicholls;Anne Hathaway;United States;15000000.0;59389433.0;Focus Features;;
Scream 4;R;Horror;2011;131000.0;Wes Craven;Kevin Williamson;Neve Campbell;United States;40000000.0;97231420.0;Dimension Films;;
Shame;NC-17;Drama;2011;187000.0;Steve McQueen;Steve McQueen;Michael Fassbender;United Kingdom;6500000.0;19123767.0;Fox Searchlight Pictures;;
Mission: Impossible - Ghost Protocol;PG-13;Action;2011;466000.0;Brad Bird;Bruce Geller;Tom Cruise;United States;145000000.0;694713380.0;Paramount Pictures;;
We Need to Talk About Kevin;R;Drama;2011;142000.0;Lynne Ramsay;Lynne Ramsay;Tilda Swinton;United Kingdom;7000000.0;9232318.0;BBC Films;;
Limitless;PG-13;Sci-Fi;2011;538000.0;Neil Burger;Leslie Dixon;Bradley Cooper;United States;27000000.0;161849455.0;Relativity Media;;
Unknown;PG-13;Action;2011;253000.0;Jaume Collet-Serra;Oliver Butcher;Liam Neeson;United Kingdom;30000000.0;135710029.0;Dark Castle Entertainment;;
Transformers: Dark of the Moon;PG-13;Action;2011;390000.0;Michael Bay;Ehren Kruger;Shia LaBeouf;United States;195000000.0;1123794079.0;Paramount Pictures;;
Cowboys & Aliens;PG-13;Action;2011;211000.0;Jon Favreau;Roberto Orci;Daniel Craig;United States;163000000.0;174822325.0;Universal Pictures;;
Tinker Tailor Soldier Spy;R;Drama;2011;192000.0;Tomas Alfredson;John le Carr��;Gary Oldman;United Kingdom;;81529126.0;StudioCanal;;
Conan the Barbarian;R;Action;1982;141000.0;John Milius;Robert E. Howard;Arnold Schwarzenegger;United States;20000000.0;68851475.0;Universal Pictures;;
Conan the Barbarian;R;Action;2011;96000.0;Marcus Nispel;Thomas Dean Donnelly;Jason Momoa;United States;90000000.0;63523283.0;Lionsgate;;
Melancholia;R;Drama;2011;172000.0;Lars von Trier;Lars von Trier;Kirsten Dunst;Denmark;7400000.0;17039814.0;Zentropa Entertainments;;
Source Code;PG-13;Action;2011;495000.0;Duncan Jones;Ben Ripley;Jake Gyllenhaal;United States;32000000.0;147332697.0;Summit Entertainment;;
Real Steel;PG-13;Action;2011;306000.0;Shawn Levy;John Gatins;Hugh Jackman;United States;110000000.0;299268508.0;Dreamworks Pictures;;
Horrible Bosses;R;Comedy;2011;428000.0;Seth Gordon;Michael Markowitz;Jason Bateman;United States;35000000.0;209838559.0;New Line Cinema;;
Rio;PG;Animation;2011;212000.0;Carlos Saldanha;Carlos Saldanha;Jesse Eisenberg;United States;90000000.0;483866518.0;Twentieth Century Fox Animation;;
The Skin I Live In;R;Drama;2011;143000.0;Pedro Almod��var;Thierry Jonquet;Antonio Banderas;Spain;;33750478.0;Blue Haze Entertainment;;
Sherlock Holmes: A Game of Shadows;PG-13;Action;2011;429000.0;Guy Ritchie;Michele Mulroney;Robert Downey Jr.;United States;125000000.0;543848418.0;Warner Bros.;;
The Three Musketeers;PG;Action;1993;52000.0;Stephen Herek;Alexandre Dumas;Charlie Sheen;Austria;30000000.0;53898845.0;Walt Disney Pictures;;
The Three Musketeers;PG-13;Action;2011;105000.0;Paul W.S. Anderson;Alex Litvak;Logan Lerman;United States;75000000.0;132274484.0;Summit Entertainment;;
Tower Heist;PG-13;Action;2011;137000.0;Brett Ratner;Adam Cooper;Eddie Murphy;United States;75000000.0;152930623.0;Universal Pictures;;
Paul;R;Adventure;2011;240000.0;Greg Mottola;Simon Pegg;Simon Pegg;United States;40000000.0;97984015.0;Universal Pictures;;
Rise of the Planet of the Apes;PG-13;Action;2011;504000.0;Rupert Wyatt;Rick Jaffa;James Franco;United States;93000000.0;481800873.0;Twentieth Century Fox;;
Your Highness;R;Adventure;2011;99000.0;David Gordon Green;Danny McBride;Danny McBride;United States;49900000.0;28013733.0;Universal Pictures;;
The Lincoln Lawyer;R;Crime;2011;221000.0;Brad Furman;John Romano;Matthew McConaughey;United States;40000000.0;86752352.0;Lionsgate;;
Colombiana;PG-13;Action;2011;97000.0;Olivier Megaton;Luc Besson;Zoe Saldana;France;40000000.0;71508440.0;EuropaCorp;;
Larry Crowne;PG-13;Comedy;2011;65000.0;Tom Hanks;Tom Hanks;Tom Hanks;United States;30000000.0;75055070.0;Universal Pictures;;
Abduction;PG-13;Action;2011;78000.0;John Singleton;Shawn Christensen;Taylor Lautner;United States;35000000.0;82087155.0;Lionsgate;;
A Separation;PG-13;Drama;2011;227000.0;Asghar Farhadi;Asghar Farhadi;Payman Maadi;Iran;500000.0;22926076.0;Asghar Farhadi Productions;;
Hugo;PG;Drama;2011;310000.0;Martin Scorsese;John Logan;Asa Butterfield;United Kingdom;150000000.0;185770310.0;Paramount Pictures;;
The Adjustment Bureau;PG-13;Romance;2011;248000.0;George Nolfi;George Nolfi;Matt Damon;United States;50200000.0;127869379.0;Universal Pictures;;
10 Years;PG-13;Comedy;2011;25000.0;Jamie Linden;Jamie Linden;Channing Tatum;United States;;285984.0;Anchor Bay Films;;
The Tree of Life;PG-13;Drama;2011;171000.0;Terrence Malick;Terrence Malick;Brad Pitt;United States;32000000.0;58409247.0;Cottonwood Pictures;;
The Deep Blue Sea;R;Drama;2011;15000.0;Terence Davies;Terence Rattigan;Rachel Weisz;United Kingdom;;3143514.0;Camberwell / Fly Films;;
Killer Joe;Unrated;Crime;2011;75000.0;William Friedkin;Tracy Letts;Matthew McConaughey;United States;11000000.0;4633668.0;Voltage Pictures;;
Jane Eyre;PG;Drama;1996;9200.0;Franco Zeffirelli;Charlotte Bront��;William Hurt;France;;5200601.0;Cineritino S.r.L.;;
Jane Eyre;PG-13;Drama;2011;83000.0;Cary Joji Fukunaga;Charlotte Bront��;Mia Wasikowska;United Kingdom;;34710627.0;Focus Features;;
Kill the Irishman;R;Biography;2011;47000.0;Jonathan Hensleigh;Jonathan Hensleigh;Ray Stevenson;United States;12000000.0;1188194.0;Anchor Bay Films;;
War Horse;PG-13;Action;2011;150000.0;Steven Spielberg;Lee Hall;Jeremy Irvine;United States;66000000.0;177584879.0;Dreamworks Pictures;;
The Change-Up;R;Comedy;2011;172000.0;David Dobkin;Jon Lucas;Jason Bateman;United States;52000000.0;75450437.0;Universal Pictures;;
The Raid: Redemption;R;Action;2011;195000.0;Gareth Evans;Gareth Evans;Iko Uwais;Indonesia;1100000.0;9148519.0;Pt. Merantau Films;;
Margin Call;R;Drama;2011;121000.0;J.C. Chandor;J.C. Chandor;Zachary Quinto;United States;3500000.0;19504039.0;Before The Door Pictures;;
Martha Marcy May Marlene;R;Drama;2011;50000.0;Sean Durkin;Sean Durkin;Elizabeth Olsen;United States;;4778439.0;Fox Searchlight Pictures;;
Hanna;PG-13;Action;2011;193000.0;Joe Wright;Seth Lochhead;Saoirse Ronan;United States;30000000.0;63782078.0;Focus Features;;
50/50;R;Comedy;2011;320000.0;Jonathan Levine;Will Reiser;Joseph Gordon-Levitt;United States;8000000.0;41097853.0;Summit Entertainment;;
The Descendants;R;Comedy;2011;235000.0;Alexander Payne;Alexander Payne;George Clooney;United States;20000000.0;177243185.0;Fox Searchlight Pictures;;
The Adventures of Tintin;PG;Animation;2011;221000.0;Steven Spielberg;Herg��;Jamie Bell;United States;135000000.0;373993951.0;Columbia Pictures;;
Final Destination 5;R;Action;2011;109000.0;Steven Quale;Eric Heisserer;Nicholas D'Agosto;United States;40000000.0;157887643.0;New Line Cinema;;
You're Next;R;Horror;2011;92000.0;Adam Wingard;Simon Barrett;Sharni Vinson;United States;1000000.0;26895481.0;Snoot Entertainment;;
The Sitter;R;Comedy;2011;69000.0;David Gordon Green;Brian Gatewood;Jonah Hill;United States;25000000.0;34942188.0;Twentieth Century Fox;;
Frances Ha;R;Comedy;2012;78000.0;Noah Baumbach;Noah Baumbach;Greta Gerwig;United States;;9058065.0;Pine District Pictures;;
The Five-Year Engagement;R;Comedy;2012;96000.0;Nicholas Stoller;Jason Segel;Jason Segel;United States;30000000.0;54169363.0;Universal Pictures;;
House at the End of the Street;PG-13;Drama;2012;74000.0;Mark Tonderai;David Loucka;Jennifer Lawrence;United States;10000000.0;44287131.0;Relativity Media;;
The Sessions;R;Biography;2012;42000.0;Ben Lewin;Ben Lewin;John Hawkes;United States;1000000.0;10656155.0;Fox Searchlight Pictures;;
The Three Stooges;PG;Comedy;2012;30000.0;Bobby Farrelly;Mike Cerrone;Sean Hayes;United States;30000000.0;54819301.0;Twentieth Century Fox;;
Think Like a Man;PG-13;Comedy;2012;45000.0;Tim Story;Keith Merryman;Chris Brown;United States;12000000.0;96070507.0;Screen Gems;;
The Vow;PG-13;Drama;2012;187000.0;Michael Sucsy;Abby Kohn;Rachel McAdams;United States;30000000.0;196114570.0;Screen Gems;;
Taken 2;PG-13;Action;2012;294000.0;Olivier Megaton;Luc Besson;Liam Neeson;France;45000000.0;376152455.0;EuropaCorp;;
Compliance;R;Crime;2012;33000.0;Craig Zobel;Craig Zobel;Ann Dowd;United States;270000.0;592116.0;Bad Cop Bad Cop Film Productions;;
Rust and Bone;R;Drama;2012;65000.0;Jacques Audiard;Jacques Audiard;Marion Cotillard;France;;25807712.0;Why Not Productions;;
The Company You Keep;R;Drama;2012;32000.0;Robert Redford;Lem Dobbs;Robert Redford;United States;2000000.0;20014680.0;Voltage Pictures;;
Hit and Run;R;Action;2012;35000.0;David Palmer;Dax Shepard;Dax Shepard;United States;2000000.0;16816647.0;Exclusive Media Group;;
Act of Valor;R;Action;2012;67000.0;Mike McCoy;Kurt Johnstad;Alex Veadov;United States;12000000.0;82499399.0;Relativity Media;;
Passion;R;Adventure;2012;22000.0;Brian De Palma;Brian De Palma;Rachel McAdams;France;20000000.0;713616.0;SBS Productions;;
On the Road;R;Adventure;2012;40000.0;Walter Salles;Jack Kerouac;Sam Riley;France;25000000.0;9617377.0;MK2 Productions;;
Bullet to the Head;R;Action;2012;48000.0;Walter Hill;Alessandro Camon;Sylvester Stallone;United States;45000000.0;21947209.0;IM Global;;
LOL;PG-13;Comedy;2012;54000.0;Lisa Azuelos;Lisa Azuelos;Miley Cyrus;United States;11000000.0;10578643.0;Double Feature Films;;
The First Time;PG-13;Comedy;2012;68000.0;Jonathan Kasdan;Jonathan Kasdan;Dylan O'Brien;United States;2000000.0;92654.0;Samuel Goldwyn Films;;
V/H/S;R;Horror;2012;58000.0;Directors;Brad Miska;Calvin Reeder;United States;;1944287.0;8383 Productions;;
No One Lives;R;Horror;2012;20000.0;Ry��hei Kitamura;David Cohen;Luke Evans;United States;2900000.0;1048704.0;Milk & Media;;
Mirror Mirror;PG;Adventure;2012;85000.0;Tarsem Singh;Marc Klein;Lily Collins;United States;85000000.0;183018522.0;Relativity Media;;
About Cherry;R;Drama;2012;10000.0;Stephen Elliott;Stephen Elliott;Ashley Hinshaw;United States;2500000.0;8315.0;Enderby Entertainment;;
Hitchcock;PG-13;Biography;2012;73000.0;Sacha Gervasi;John J. McLaughlin;Anthony Hopkins;United States;15700000.0;27039669.0;Fox Searchlight Pictures;;
The Lords of Salem;R;Horror;2012;28000.0;Rob Zombie;Rob Zombie;Sheri Moon Zombie;United States;1500000.0;1544989.0;Alliance;;
Step Up Revolution;PG-13;Drama;2012;55000.0;Scott Speer;Amanda Brody;Kathryn McCormick;United States;33000000.0;140470746.0;Summit Entertainment;;
Ruby Sparks;R;Comedy;2012;97000.0;Jonathan Dayton;Zoe Kazan;Paul Dano;United States;8000000.0;9368803.0;Fox Searchlight Pictures;;
The Paperboy;R;Crime;2012;37000.0;Lee Daniels;Peter Dexter;Matthew McConaughey;United States;12500000.0;3783865.0;Millennium Films;;
The Possession;PG-13;Horror;2012;58000.0;Ole Bornedal;Juliet Snowden;Natasha Calis;United States;14000000.0;85446075.0;Ghost House Pictures;;
Silent Hill: Revelation;R;Action;2012;61000.0;M.J. Bassett;M.J. Bassett;Adelaide Clemens;Canada;20000000.0;55362705.0;Davis-Films;;
Safe;R;Drama;1995;14000.0;Todd Haynes;Todd Haynes;Julianne Moore;United Kingdom;1000000.0;512245.0;American Playhouse Theatrical Films;;
Safe;R;Action;2012;106000.0;Boaz Yakin;Boaz Yakin;Jason Statham;United States;30000000.0;41564670.0;IM Global;;
The Brass Teapot;R;Comedy;2012;15000.0;Ramaa Mosley;Tim Macy;Juno Temple;United States;900000.0;245027.0;Atlantic Pictures (II);;
Alex Cross;PG-13;Action;2012;33000.0;Rob Cohen;Marc Moss;Tyler Perry;United States;35000000.0;34618867.0;Block / Hanson;;
Amour;PG-13;Drama;2012;95000.0;Michael Haneke;Michael Haneke;Jean-Louis Trintignant;Austria;8900000.0;29664140.0;Les Films du Losange;;
What to Expect When You're Expecting;PG-13;Comedy;2012;71000.0;Kirk Jones;Shauna Cross;Cameron Diaz;United States;40000000.0;84384002.0;Lionsgate;;
Trouble with the Curve;PG-13;Drama;2012;61000.0;Robert Lorenz;Randy Brown;Clint Eastwood;United States;30000000.0;48963137.0;Warner Bros.;;
Here Comes the Boom;PG;Action;2012;87000.0;Frank Coraci;Allan Loeb;Kevin James;United States;42000000.0;73100172.0;Columbia Pictures;;
The Collection;R;Horror;2012;47000.0;Marcus Dunstan;Patrick Melton;Josh Stewart;United States;7500000.0;9929706.0;LD Entertainment;;
John Dies at the End;R;Comedy;2012;37000.0;Don Coscarelli;Don Coscarelli;Chase Williamson;United States;;141951.0;M3 Alliance;;
To Rome with Love;R;Comedy;2012;86000.0;Woody Allen;Woody Allen;Woody Allen;United States;;73244881.0;Medusa Film;;
The Giant Mechanical Man;PG-13;Comedy;2012;9800.0;Lee Kirk;Lee Kirk;Jenna Fischer;United States;;7396.0;Votiv Films;;
Contraband;R;Action;2012;119000.0;Baltasar Korm��kur;Aaron Guzikowski;Mark Wahlberg;United States;25000000.0;96262212.0;Universal Pictures;;
Red Lights;R;Drama;2012;59000.0;Rodrigo Cort��s;Rodrigo Cort��s;Sigourney Weaver;Spain;;14107313.0;Millennium Films;;
Arbitrage;R;Drama;2012;51000.0;Nicholas Jarecki;Nicholas Jarecki;Richard Gere;United States;12000000.0;35485056.0;Lionsgate;;
The Man with the Iron Fists;R;Action;2012;61000.0;RZA;RZA;Russell Crowe;United States;15000000.0;20546518.0;Arcade Pictures;;
Cosmopolis;R;Crime;2012;45000.0;David Cronenberg;David Cronenberg;Robert Pattinson;Canada;20500000.0;7029095.0;Alfama Films;;
The Campaign;R;Comedy;2012;126000.0;Jay Roach;Chris Henchy;Will Ferrell;United States;95000000.0;104907746.0;Warner Bros.;;
Frankenweenie;PG;Animation;2012;101000.0;Tim Burton;Leonard Ripps;Winona Ryder;United States;39000000.0;81493846.0;Walt Disney Pictures;;
A Royal Affair;R;Biography;2012;45000.0;Nikolaj Arcel;Bodil Steensen-Leth;Alicia Vikander;Denmark;;14758997.0;Zentropa Entertainments;;
The Guilt Trip;PG-13;Comedy;2012;36000.0;Anne Fletcher;Dan Fogelman;Barbra Streisand;United States;40000000.0;41863726.0;Paramount Pictures;;
Stand Up Guys;R;Comedy;2012;54000.0;Fisher Stevens;Noah Haidle;Al Pacino;United States;15000000.0;5072654.0;Lionsgate;;
Deadfall;R;Crime;1993;3000.0;Christopher Coppola;Christopher Coppola;Michael Biehn;United States;10000000.0;18369.0;Trimark Pictures;;
Deadfall;R;Crime;2012;39000.0;Stefan Ruzowitzky;Zach Dean;Eric Bana;France;12000000.0;1946254.0;Magnolia Pictures;;
The Bay;R;Horror;2012;26000.0;Barry Levinson;Michael Wallach;Will Rogers;United States;;1581252.0;Automatik Entertainment;;
The Words;PG-13;Drama;2012;76000.0;Brian Klugman;Brian Klugman;Bradley Cooper;United States;6000000.0;15950164.0;Also Known As Pictures;;
The Broken Circle Breakdown;Not Rated;Drama;2012;40000.0;Felix van Groeningen;Johan Heldenbergh;Veerle Baetens;Belgium;;5990754.0;Menuet Producties;;
Thanks for Sharing;R;Comedy;2012;27000.0;Stuart Blumberg;Stuart Blumberg;Mark Ruffalo;United States;;3499442.0;Class 5 Films;;
Starlet;Not Rated;Drama;2012;7200.0;Sean Baker;Sean Baker;Dree Hemingway;United States;;146222.0;Maybach Film Productions;;
The Angels' Share;R;Comedy;2012;24000.0;Ken Loach;Paul Laverty;Paul Brannigan;United Kingdom;;13090471.0;Entertainment One;;
Universal Soldier: Day of Reckoning;R;Action;2012;20000.0;John Hyams;John Hyams;Jean-Claude Van Damme;United States;10000000.0;1402307.0;Foresight Unlimited;;
Promised Land;R;Drama;1987;1200.0;Michael Hoffman;Michael Hoffman;Jason Gedrick;United States;;316199.0;Great American Films Limited Partnership;;
Promised Land;R;Drama;2012;37000.0;Gus Van Sant;John Krasinski;Matt Damon;United States;15000000.0;11039031.0;Focus Features;;
Beasts of the Southern Wild;PG-13;Adventure;2012;82000.0;Benh Zeitlin;Lucy Alibar;Quvenzhan�� Wallis;United States;1800000.0;21107746.0;Cinereach;;
Red Tails;PG-13;Action;2012;34000.0;Anthony Hemingway;John Ridley;Cuba Gooding Jr.;United States;58000000.0;50365498.0;Twentieth Century Fox;;
In the House;R;Drama;2012;31000.0;Fran��ois Ozon;Juan Mayorga;Fabrice Luchini;France;;16190771.0;Mandarin Films;;
The Cold Light of Day;PG-13;Action;2012;36000.0;Mabrouk El Mechri;Scott Wiper;Henry Cavill;United States;20000000.0;16863583.0;Summit Entertainment;;
The Apparition;PG-13;Horror;2012;19000.0;Todd Lincoln;Todd Lincoln;Ashley Greene;United States;17000000.0;11350665.0;Warner Bros.;;
To the Wonder;R;Drama;2012;28000.0;Terrence Malick;Terrence Malick;Ben Affleck;United States;;2801166.0;Brothers K Productions;;
Chasing Mavericks;PG;Biography;2012;31000.0;Michael Apted;Kario Salem;Jonny Weston;United States;20000000.0;7942116.0;Fox 2000 Pictures;;
One for the Money;PG-13;Action;2012;41000.0;Julie Anne Robinson;Stacy Sherman;Katherine Heigl;United States;40000000.0;38084162.0;Lakeshore Entertainment;;
Bachelorette;R;Comedy;2012;46000.0;Leslye Headland;Leslye Headland;Kirsten Dunst;United States;3000000.0;12128575.0;Gary Sanchez Productions;;
Lay the Favorite;R;Comedy;2012;11000.0;Stephen Frears;D.V. DeVincentis;Rebecca Hall;United States;26350000.0;1577272.0;Emmett/Furla/Oasis Films (EFO Films);;
Kahaani;Not Rated;Mystery;2012;59000.0;Sujoy Ghosh;Sujoy Ghosh;Vidya Balan;India;;459234.0;Boundscript;;
Parental Guidance;PG;Comedy;2012;25000.0;Andy Fickman;Lisa Addario;Billy Crystal;United States;25000000.0;119772232.0;Twentieth Century Fox;;
The Raven;R;Crime;2012;83000.0;James McTeigue;Hannah Shakespeare;John Cusack;United States;26000000.0;29699345.0;Intrepid Pictures;;
Liberal Arts;PG-13;Comedy;2012;37000.0;Josh Radnor;Josh Radnor;Josh Radnor;United States;2000000.0;1150681.0;BCDF Pictures;;
Stolen;R;Action;2012;44000.0;Simon West;David Guggenheim;Nicolas Cage;United States;35000000.0;17415418.0;Millennium Films;;
Kon-Tiki;PG-13;Adventure;2012;47000.0;Joachim R��nning;Petter Skavlan;P��l Sverre Hagen;United Kingdom;16600000.0;22842887.0;Recorded Picture Company (RPC);;
Paranormal Activity 4;R;Horror;2012;63000.0;Henry Joost;Christopher Landon;Stephen Dunham;United States;5000000.0;142802657.0;Paramount Pictures;;
Quartet;R;Drama;1981;1300.0;James Ivory;Jean Rhys;Isabelle Adjani;United Kingdom;;12042.0;Merchant Ivory Productions;;
Quartet;PG-13;Comedy;2012;19000.0;Dustin Hoffman;Ronald Harwood;Maggie Smith;United Kingdom;11000000.0;59520298.0;Headline Pictures;;
28 Hotel Rooms;Not Rated;Drama;2012;3200.0;Matt Ross;Matt Ross;Marin Ireland;United States;;131208.0;Mott Street Pictures;;
Playing for Keeps;PG-13;Comedy;1986;616.0;Bob Weinstein;Bob Weinstein;Daniel Jordano;United States;;2669366.0;Miramax;;
Playing for Keeps;PG-13;Comedy;2012;29000.0;Gabriele Muccino;Robbie Fox;Gerard Butler;United States;35000000.0;30962335.0;Eclectic Pictures;;
Upside Down;PG-13;Drama;2012;70000.0;Juan Solanas;Juan Solanas;Jim Sturgess;Canada;60000000.0;22187813.0;Upside Down Films;;
Great Expectations;R;Drama;1998;52000.0;Alfonso Cuar��n;Charles Dickens;Ethan Hawke;United States;25000000.0;55494066.0;Art Linson Productions;;
Great Expectations;PG-13;Drama;2012;13000.0;Mike Newell;David Nicholls;Toby Irvine;United Kingdom;;6202879.0;BBC Films;;
The Odd Life of Timothy Green;PG;Comedy;2012;46000.0;Peter Hedges;Peter Hedges;Jennifer Garner;United States;25000000.0;56012642.0;Monsterfoot Productions;;
Premium Rush;PG-13;Action;2012;111000.0;David Koepp;David Koepp;Joseph Gordon-Levitt;United States;35000000.0;31083599.0;Columbia Pictures;;
Not Fade Away;R;Drama;2012;4400.0;David Chase;David Chase;John Magaro;United States;20000000.0;636399.0;Chase Films;;
Disconnect;R;Drama;2012;74000.0;Henry Alex Rubin;Andrew Stern;Jason Bateman;United States;10000000.0;3428048.0;LD Entertainment;;
Sightseers;Not Rated;Adventure;2012;27000.0;Ben Wheatley;Alice Lowe;Alice Lowe;United Kingdom;;2122909.0;StudioCanal;;
The Pirates! Band of Misfits;PG;Animation;2012;46000.0;Peter Lord;Gideon Defoe;Hugh Grant;United Kingdom;55000000.0;123054041.0;Columbia Pictures;;
Chernobyl Diaries;R;Horror;2012;65000.0;Bradley Parker;Oren Peli;Jesse McCartney;United States;1000000.0;38390020.0;Alcon Entertainment;;
Talaash;Not Rated;Crime;2012;40000.0;Reema Kagti;Farhan Akhtar;Aamir Khan;India;7395080.0;5277766.0;Aamir Khan Productions;;
Hope Springs;PG-13;Comedy;2012;42000.0;David Frankel;Vanessa Taylor;Meryl Streep;United States;30000000.0;114281051.0;Columbia Pictures;;
People Like Us;PG-13;Comedy;2012;42000.0;Alex Kurtzman;Alex Kurtzman;Chris Pine;United States;16000000.0;12558931.0;Dreamworks Pictures;;
The ABCs of Death;Not Rated;Comedy;2012;18000.0;Directors;Ant Timpson;Ingrid Bols�� Berdal;United States;;23589.0;Magnet Releasing;;
Vamps;PG-13;Comedy;2012;9700.0;Amy Heckerling;Amy Heckerling;Alicia Silverstone;United States;16000000.0;92748.0;Lucky Monkey Pictures;;
Bel Ami;R;Crime;2012;18000.0;Declan Donnellan;Guy de Maupassant;Robert Pattinson;United Kingdom;;9374932.0;Redwave Films;;
The Reluctant Fundamentalist;R;Drama;2012;14000.0;Mira Nair;Javed Akhtar;Riz Ahmed;United States;;2176576.0;Cine Mosaic;;
Much Ado About Nothing;PG-13;Comedy;1993;46000.0;Kenneth Branagh;William Shakespeare;Kenneth Branagh;United Kingdom;11000000.0;22549338.0;Renaissance Films;;
Much Ado About Nothing;PG-13;Comedy;2012;16000.0;Joss Whedon;William Shakespeare;Alexis Denisof;United States;;5341221.0;Bellwether Pictures;;
Big Miracle;PG;Biography;2012;19000.0;Ken Kwapis;Jack Amiel;Drew Barrymore;United States;40000000.0;24740061.0;Universal Pictures;;
The Green Inferno;R;Adventure;2013;41000.0;Eli Roth;Eli Roth;Lorenza Izzo;United States;5000000.0;12666449.0;Worldview Entertainment;;
Don Jon;R;Comedy;2013;232000.0;Joseph Gordon-Levitt;Joseph Gordon-Levitt;Joseph Gordon-Levitt;United States;3000000.0;39439355.0;Voltage Pictures;;
Now You See Me;PG-13;Crime;2013;612000.0;Louis Leterrier;Ed Solomon;Jesse Eisenberg;United States;75000000.0;351723989.0;Summit Entertainment;;
Identity Thief;R;Comedy;2013;128000.0;Seth Gordon;Craig Mazin;Jason Bateman;United States;35000000.0;173965010.0;Aggregate Films;;
How I Live Now;R;Action;2013;29000.0;Kevin Macdonald;Meg Rosoff;Saoirse Ronan;United Kingdom;8000000.0;925762.0;Film4;;
Upstream Color;Not Rated;Drama;2013;32000.0;Shane Carruth;Shane Carruth;Amy Seimetz;United States;50000.0;587174.0;erbp;;
Parkland;PG-13;Drama;2013;15000.0;Peter Landesman;Peter Landesman;Zac Efron;United States;10000000.0;1412181.0;Exclusive Media Group;;
A Field in England;Not Rated;Drama;2013;12000.0;Ben Wheatley;Amy Jump;Julian Barratt;United Kingdom;;97195.0;Film4;;
In Secret;R;Crime;2013;8000.0;Charlie Stratton;��mile Zola;Elizabeth Olsen;Serbia;;652228.0;LD Entertainment;;
Paranoia;PG-13;Drama;2013;36000.0;Robert Luketic;Jason Hall;Liam Hemsworth;United States;35000000.0;17056265.0;Relativity Media;;
The Past;PG-13;Drama;2013;46000.0;Asghar Farhadi;Asghar Farhadi;B��r��nice Bejo;France;11000000.0;12673462.0;Memento Films Production;;
Breathe In;R;Drama;2013;14000.0;Drake Doremus;Drake Doremus;Felicity Jones;United States;;500207.0;Indian Paintbrush;;
V/H/S/2;R;Horror;2013;37000.0;Directors;Simon Barrett;Lawrence Michael Levine;United States;;805574.0;The Collective Studios;;
Knights of Badassdom;R;Action;2013;20000.0;Joe Lynch;Kevin Dreyfuss;Ryan Kwanten;United States;;123854.0;Bayview Films;;
The Congress;Not Rated;Animation;2013;18000.0;Ari Folman;Stanislaw Lem;Robin Wright;Israel;;758754.0;Bridgit Folman Film Gang;;
The Fifth Estate;R;Biography;2013;40000.0;Bill Condon;Daniel Domscheit-Berg;Benedict Cumberbatch;United States;28000000.0;9058564.0;Dreamworks Pictures;;
Ida;PG-13;Drama;2013;55000.0;Pawel Pawlikowski;Pawel Pawlikowski;Agata Kulesza;Poland;;11156836.0;Opus Film;;
The Love Punch;PG-13;Comedy;2013;14000.0;Joel Hopkins;Joel Hopkins;Pierce Brosnan;France;;8366493.0;Process Media;;
Tracks;PG-13;Adventure;2013;29000.0;John Curran;Marion Nelson;Mia Wasikowska;Australia;;5853509.0;See-Saw Films;;
Bad Words;R;Comedy;2013;48000.0;Jason Bateman;Andrew Dodge;Jason Bateman;United States;10000000.0;7804337.0;Aggregate Films;;
In a World...;R;Comedy;2013;31000.0;Lake Bell;Lake Bell;Lake Bell;United States;;3114953.0;3311 Productions;;
Ain't Them Bodies Saints;R;Crime;2013;21000.0;David Lowery;David Lowery;Rooney Mara;United States;;1031243.0;Sailor Bear;;
Man of Tai Chi;R;Action;2013;36000.0;Keanu Reeves;Michael G. Cooney;Tiger Hu Chen;United States;25000000.0;5464885.0;China Film Group Corporation (CFGC);;
The East;PG-13;Crime;2013;49000.0;Zal Batmanglij;Zal Batmanglij;Brit Marling;United Kingdom;6500000.0;2891812.0;Dune Entertainment;;
